track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart,bpm,key,mode,danceability%,positiveness%,energy%,acousticness%,instrumentalness%,liveness%,speechness%,clean_track_name,clean_artist_name,youtube_title,youtube_artist,publish_date,views,likes,video_url,youtube_source,clean_title_YT
Violeta,671997,IZ*ONE,spotify:track:0ahbzg4GCq3wJzUM3cjS3N,Genie Music Corporation,28,28,-1,14,115.0,G,Major,71,66,88,0,0,10,6,violeta,izone,IZ*ONE (아이즈원) - 비올레타 (Violeta) MV,Stone Music Entertainment,2019-04-01 09:04:13+00:00,99675988,1337160,https://www.youtube.com/watch?v=6eEZ7DJMzuk,Stone Music Entertainment,izonevioletamv
Visiting Hours,113795,Ed Sheeran,spotify:track:44V6EzbUSYgyfsNiP0FrlA,Atlantic Records UK,100,100,-1,2,150.0,G#,Major,47,26,40,77,0,7,3,visitinghours,edsheeran,Ed Sheeran - Visiting Hours [Official Performance Video],Ed Sheeran,2021-08-19 13:00:24+00:00,34596911,448443,https://www.youtube.com/watch?v=t3CoEyYEf4A,Ed Sheeran,edsheeranvisitinghoursofficialperformancevideo
VolKno (CHOI HYUN SUK x YOSHI x HARUTO Unit),240018,TREASURE,spotify:track:7BooMOppMbKhIRH6zrZUJB,YG Entertainment,102,102,-1,2,98.0,C#,Major,70,60,80,1,0,23,4,volknochoihyunsukxyoshixharutounit,treasure,"TREASURE 트레저 "" VolKno (CHOI HYUN SUK x YOSHI x HARUTO Unit) "" Lyrics (ColorCoded/ENG/HAN/ROM/가사)",Puno Autopop,2022-10-04 12:06:44+00:00,482321,11396,https://www.youtube.com/watch?v=FJezFYQ5X_E,Puno Autopop,treasurevolknochoihyunsukxyoshixharutounitlyricscolorcodedenghanrom
Volcano,130072,NCT U,spotify:track:6hDCyfYxpPdsPufg2ap1RH,SM Entertainment,117,117,-1,2,100.0,A,Major,86,31,71,6,0,10,10,volcano,nctu,Volcano,NCT - Topic,2020-10-12 09:03:05+00:00,2686157,42723,https://www.youtube.com/watch?v=rkaHv5Ck9qo,NCT - Topic,volcano
WA DA DA,1371048,Kep1er,spotify:track:0hQNbQKW2dDATH1ngj4TI6,"Genie Music Corporation, Stone Music Entertainment",60,60,-1,16,126.0,A#,Major,78,68,91,0,0,21,9,wadada,kep1er,Kep1er 케플러 | ‘WA DA DA’ M/V,Kep1er,2022-01-03 09:00:02+00:00,178533662,2809306,https://www.youtube.com/watch?v=n0j5NPptyM0,Kep1er,kep1erwadadamv
WANNABE,3295035,ITZY,spotify:track:6tCssnvTUREcperDOUTqvA,Republic Records - ITZY,6,6,-1,31,122.0,F#,Minor,81,64,91,1,0,18,6,wannabe,itzy,Arctic Monkeys - I Wanna Be Yours (Lyrics),Escape Lyrics,2021-10-28 22:00:11+00:00,83055055,510627,https://www.youtube.com/watch?v=SezFNtFCeQY,Escape Lyrics,arcticmonkeysiwannabeyourslyrics
WAP (feat. Megan Thee Stallion),3529696,"Cardi B, Megan Thee Stallion",spotify:track:4Oun2ylbjFKMPTiaSbbCih,Atlantic/KSR,30,30,-1,31,133.0,C#,Major,94,36,45,2,0,8,38,wapfeatmegantheestallion,cardibmegantheestallion,Cardi B - WAP feat. Megan Thee Stallion [Official Music Video],Cardi B,2020-08-07 04:00:10+00:00,543192549,9149690,https://www.youtube.com/watch?v=hsm4poTWjMs,Cardi B,cardibwapfeatmegantheestallionofficialmusicvideo
WATCH YOUR STEP,1326196,BUS,spotify:track:6N1ZqtABCgsqotshwnvEk1,SONRAY MUSIC,25,25,-1,4,122.0,C,Minor,87,68,78,9,0,3,22,watchyourstep,bus,BUS 'WATCH YOUR STEP' OFFICIAL MV,TADA LABELS,2024-02-14 11:00:09+00:00,13755742,150527,https://www.youtube.com/watch?v=Rz4ekn199jU,TADA LABELS,buswatchyourstepofficialmv
WAYO,346330,BANG YEDAM,spotify:track:5QiiYSr4pJMPOESQznu2IC,YG Entertainment,42,42,-1,4,100.0,G#,Major,68,72,36,43,0,10,3,wayo,bangyedam,Miley Cyrus - Slide Away (Official Video),MileyCyrusVEVO,2019-09-06 16:00:12+00:00,60652127,968157,https://www.youtube.com/watch?v=rrvFv6j3-sM,MileyCyrusVEVO,mileycyrusslideawayofficialvideo
WHAT WOULD YOU DO? (feat. Pink Sweat$),391771,"HONNE, Pink Sweat$",spotify:track:63CGV6P4cEYZvUgvVhZWAl,Atlantic Records UK,69,69,-1,5,112.0,G,Minor,87,65,51,9,0,35,10,whatwouldyoudofeatpinksweat,honnepinksweat,HONNE - WHAT WOULD YOU DO? (Feat. Pink Sweat$) (Official Video),H O N N E,2021-06-16 13:00:15+00:00,5939931,81479,https://www.youtube.com/watch?v=62nta49hxg8,H O N N E,honnewhatwouldyoudofeatpinksweatofficialvideo
WINK,84012,Jaonaay,spotify:track:1c3J4LNuNvUUnXmk8moHHv,Jaymidi,134,134,-1,1,98.0,B,Major,75,88,77,9,0,5,6,wink,jaonaay,JAONAAY - WINK [Official MV],Jaymidichannel,2022-07-07 02:00:09+00:00,3634300,18095,https://www.youtube.com/watch?v=hXx791JMaqE,Jaymidichannel,jaonaaywinkofficialmv
WINTER FLOWER(Feat.RM),96980,"Younha, RM",spotify:track:4Eefey3uN90Abhbr47zKmC,C9 ENTERTAINMENT,147,147,-1,2,96.0,C,Major,56,24,80,12,0,9,7,winterflowerfeatrm,younharm,[MV] YOUNHA(윤하) _ WINTER FLOWER(雪中梅) (Feat.RM),1theK (원더케이),2020-02-25 09:00:10+00:00,14447403,648487,https://www.youtube.com/watch?v=OcCkAG_LO9Y,1theK (원더케이),mvyounhawinterflowerfeatrm
WIP WUP,2790831,"POKMINDSET, DABOYWAY, Younggu, DIAMOND MQT",spotify:track:41H5efMPWK8D8GzDSJ3Y9s,Mindset Mob,2,2,-1,14,146.0,G,Minor,81,66,57,14,0,13,25,wipwup,pokmindsetdaboywayyounggudiamondmqt,WIP WUP วิบวับ (Explicit) - POKMINDSET x DABOYWAY x YOUNGGU x Diamond [Official MV],Mindset Mob,2019-12-19 12:13:48+00:00,314206814,1636853,https://www.youtube.com/watch?v=8fWHnLYh8Lg,Mindset Mob,wipwupวิบวับexplicitpokmindsetxdaboywayxyoungguxdiamondofficialmv
WITHOUT YOU,47130,The Kid LAROI,spotify:track:27OeeYzk6klgBh83TSvGMA,Columbia,185,185,-1,1,93.0,C,Major,66,47,41,21,0,13,3,withoutyou,thekidlaroi,The Kid LAROI - WITHOUT YOU (Official Video),The Kid LAROI.,2020-12-16 20:00:11+00:00,136931351,1988368,https://www.youtube.com/watch?v=SJOKlqJho8U,The Kid LAROI.,thekidlaroiwithoutyouofficialvideo
WOKE UP,182709,XG,spotify:track:4keuUM29CtIWgsPRzRhXoW,XGALX,197,197,-1,1,147.0,B,Minor,88,46,63,2,0,8,29,wokeup,xg,XG - WOKE UP (Official Music Video),XG,2024-05-21 09:00:09+00:00,65354942,1345134,https://www.youtube.com/watch?v=5sT20edl02I,XG,xgwokeupofficialmusicvideo
WONDERLAND,160432,TREASURE,spotify:track:3RjiCdI7wLHDyvRplJQCig,YG Entertainment,161,161,-1,1,118.0,C#,Major,77,62,69,10,0,56,4,wonderland,treasure,TREASURE - ‘WONDERLAND’ TRACK VIDEO,TREASURE (트레저),2023-07-31 09:02:24+00:00,1188478,32993,https://www.youtube.com/watch?v=oBF0-rJgIXk,TREASURE (트레저),treasurewonderlandtrackvideo
Walk,3415863,NCT 127,spotify:track:78ZYPq0f3afyzdYdpTOG9C,SM Entertainment,5,5,-1,4,98.0,E,Minor,72,88,85,2,0,6,26,walk,nct127,Khalid - Eleven (Official Video) ft. Summer Walker,KhalidVEVO,2020-05-01 18:11:10+00:00,21729649,294170,https://www.youtube.com/watch?v=YfOohn8_l90,KhalidVEVO,khalidelevenofficialvideoftsummerwalker
Walking (feat. Swae Lee & Major Lazer),48299,"88rising, Joji, Jackson Wang, Swae Lee, Major Lazer",spotify:track:1qbXrxctv75pm1lWCn6Zw3,88rising Music,162,162,-1,1,100.0,F#,Major,70,33,66,1,0,13,20,walkingfeatswaeleemajorlazer,88risingjojijacksonwangswaeleemajorlazer,Joji & Jackson Wang - Walking (feat. Swae Lee & Major Lazer),Major Lazer Official,2019-10-11 04:02:01+00:00,906095,30750,https://www.youtube.com/watch?v=DAWUMzRDyCA,Major Lazer Official,jojijacksonwangwalkingfeatswaeleemajorlazer
Wanted,544505,OneRepublic,spotify:track:6hLkeOMrhZ2CMLBp2of576,Mosley Music/Interscope Records,55,55,-1,7,146.0,C#,Major,61,71,53,16,0,10,7,wanted,onerepublic,OneRepublic - Wanted (Official Music Video),OneRepublicVEVO,2019-09-06 04:00:12+00:00,67024669,398968,https://www.youtube.com/watch?v=N_qFfQ3xHCw,OneRepublicVEVO,onerepublicwantedofficialmusicvideo
War With Heaven,656199,keshi,spotify:track:14gmLQPNYokqB8OKxAp69f,"MARVEL/Hollywood Records, Inc./Interscope Records",46,46,-1,7,85.0,F,Major,62,57,67,1,0,30,3,warwithheaven,keshi,keshi - War With Heaven [For Shang-Chi Album] (Official Audio),keshi,2021-09-17 04:00:04+00:00,3023202,54101,https://www.youtube.com/watch?v=9jdReDQre38,keshi,keshiwarwithheavenforshangchialbumofficialaudio
Wasted Nights,27833,ONE OK ROCK,spotify:track:7Gu1y3V8Fka7garQKGkStj,Fueled By Ramen,129,129,-1,1,125.0,F,Major,56,37,83,2,0,7,4,wastednights,oneokrock,ONE OK ROCK: Wasted Nights [OFFICIAL VIDEO],ONE OK ROCK,2019-02-01 05:00:03+00:00,58003425,502887,https://www.youtube.com/watch?v=b4YLo74OWfY,ONE OK ROCK,oneokrockwastednightsofficialvideo
Watermelon Sugar,3258230,Harry Styles,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Columbia,78,78,-1,52,95.0,C,Major,55,56,82,12,0,34,5,watermelonsugar,harrystyles,Harry Styles - Watermelon Sugar (Official Video),HarryStylesVEVO,2020-05-18 16:00:11+00:00,393888288,6435434,https://www.youtube.com/watch?v=E07s5ZYygMg,HarryStylesVEVO,harrystyleswatermelonsugarofficialvideo
Waves,50499,Fiji Blue,spotify:track:6dH6NIftdswHruAjD80ZHB,Fiji Blue,196,196,-1,1,108.0,F#,Major,84,93,34,14,2,6,4,waves,fijiblue,Glass Animals - Heat Waves (Official Video),GlassAnimalsVEVO,2020-06-29 18:30:09+00:00,761922932,9029523,https://www.youtube.com/watch?v=mRD0-GxqHVo,GlassAnimalsVEVO,glassanimalsheatwavesofficialvideo
Waves (feat. Simon Dominic & Jamie),52503,"KANGDANIEL, Simon Dominic, JAMIE",spotify:track:6fXesHsuCFf80vYzDP26J5,KONNECT Ent.,188,188,-1,1,107.0,D,Major,83,56,83,9,0,10,8,wavesfeatsimondominicjamie,kangdanielsimondominicjamie,"강다니엘(KANGDANIEL) - Waves (Feat. SIMON DOMINIC, JAMIE) M/V",강다니엘 KANGDANIEL,2020-07-27 09:00:16+00:00,10506458,416842,https://www.youtube.com/watch?v=SlNTVljJf3g,강다니엘 KANGDANIEL,kangdanielwavesfeatsimondominicjamiemv
We Are Never Ever Getting Back Together (Taylor's Version),55742,Taylor Swift,spotify:track:5YqltLsjdqFtvqE7Nrysvs,Taylor Swift,157,157,-1,1,172.0,G,Major,57,72,69,3,0,7,18,weareneverevergettingbacktogethertaylorsversion,taylorswift,Taylor Swift - We Are Never Ever Getting Back Together (Taylor's Version) (Lyric Video),TaylorSwiftVEVO,2021-11-12 05:00:22+00:00,22641243,421995,https://www.youtube.com/watch?v=zJFcr1KyFqE,TaylorSwiftVEVO,taylorswiftweareneverevergettingbacktogethertaylorsversionlyricvideo
We Don't Talk About Bruno,184335,"Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",spotify:track:52xJxFP6TqMuO4Yt0eOkMz,Walt Disney Records,142,142,-1,3,103.0,C,Minor,58,83,45,36,0,11,8,wedonttalkaboutbruno,carolinagaitnmaurocastilloadassarhenzyfelizdianeguerrerostephaniebeatrizencantocast,"We Don't Talk About Bruno (From ""Encanto"")",DisneyMusicVEVO,2021-12-29 05:00:27+00:00,613587693,4394658,https://www.youtube.com/watch?v=bvWRMAU6V-c,DisneyMusicVEVO,wedonttalkaboutbrunofromencanto
We are Bulletproof : the Eternal,421919,BTS,spotify:track:44WLOqH7QayQOQdeUHeKUK,BIGHIT MUSIC,37,37,-1,5,84.0,A,Minor,52,18,57,22,0,11,3,wearebulletprooftheeternal,bts,[2020 FESTA] BTS (방탄소년단) 'We are Bulletproof : the Eternal' MV #2020BTSFESTA,BANGTANTV,2020-06-11 15:00:01+00:00,114111060,6668733,https://www.youtube.com/watch?v=7UWBYJjuIL0,BANGTANTV,2020festabtswearebulletprooftheeternalmv2020btsfesta
We're Already,436585,KIMMUSEUM,spotify:track:1kuML8BXbxGjfxQ1FkJPwI,ADA Korea,111,111,-1,9,91.0,E,Major,41,28,49,67,0,10,3,werealready,kimmuseum,"[MV] 김뮤지엄(KIMMUSEUM) - We're Already (우린 이미) [알고있지만,(Nevertheless,) OST Part.1]",DOM 덤스튜디오,2021-06-19 12:00:30+00:00,3857347,52396,https://www.youtube.com/watch?v=_xY49O_iUJE,DOM 덤스튜디오,mvkimmuseumwerealreadyneverthelessostpart1
We're Good,783851,Dua Lipa,spotify:track:1diS6nkxMQc3wwC4G1j0bh,Warner Records,68,68,-1,12,134.0,F#,Major,72,59,59,3,0,18,5,weregood,dualipa,Dua Lipa - We're Good (Official Music Video),Dua Lipa,2021-02-12 05:00:13+00:00,103478951,1130101,https://www.youtube.com/watch?v=jr47YisIsz8,Dua Lipa,dualipaweregoodofficialmusicvideo
Weekend,1819067,TAEYEON,spotify:track:6cqH1q7g5GeRVQVMK1Vc7f,SM Entertainment,11,11,-1,16,114.0,G#,Major,74,86,85,8,0,25,5,weekend,taeyeon,MILLI - BIBI “The Weekend” (Remix),88rising,2021-12-21 05:00:05+00:00,78965061,791274,https://www.youtube.com/watch?v=HVi5kQjyUVQ,88rising,millibibitheweekendremix
Welcome To MY World (feat. nævis),859265,"aespa, nævis",spotify:track:6qVqWJxIpsabUKBILG7d6N,SM Entertainment / Warner Records,18,18,-1,3,152.0,G,Major,60,37,84,18,0,29,3,welcometomyworldfeatnvis,aespanvis,aespa 에스파 'Welcome To MY World (Feat. nævis)' MV,SMTOWN,2023-05-02 09:00:01+00:00,24113634,629989,https://www.youtube.com/watch?v=0xdB_vo4r2c,SMTOWN,aespawelcometomyworldfeatnvismv
What A Man Gotta Do,283172,Jonas Brothers,spotify:track:4wNIkl5XGiAACjFBlDWuSd,Republic Records,102,102,-1,5,113.0,A,Major,85,32,70,1,0,8,6,whatamangottado,jonasbrothers,Jonas Brothers - What A Man Gotta Do (Official Video),JonasBrothersVEVO,2020-01-17 05:00:11+00:00,131114076,1611679,https://www.youtube.com/watch?v=XejVB_fba04,JonasBrothersVEVO,jonasbrotherswhatamangottadoofficialvideo
What Am I,292007,Why Don't We,spotify:track:0TMGV2zMZXOILVtQLtkI3G,Atlantic Records,136,136,-1,6,164.0,C,Minor,61,37,65,7,0,10,5,whatami,whydontwe,Why Don't We - What Am I [Official Video],Why Don't We,2019-08-23 04:00:12+00:00,34517987,576215,https://www.youtube.com/watch?v=ZxgbQz4n8-s,Why Don't We,whydontwewhatamiofficialvideo
What Do I Call You,248212,TAEYEON,spotify:track:3Wu4lFjkhcXxB6WWaX9gtr,SM Entertainment,94,94,-1,4,140.0,B,Minor,75,84,59,7,0,35,7,whatdoicallyou,taeyeon,TAEYEON 태연 'What Do I Call You' MV,SMTOWN,2020-12-15 09:00:07+00:00,17315615,612458,https://www.youtube.com/watch?v=5LbFdY6vGsQ,SMTOWN,taeyeonwhatdoicallyoumv
What I Like About You (feat. Theresa Rex),27719,"Jonas Blue, Theresa Rex",spotify:track:4NSW0Km5ZG60L8FthUebPJ,Positiva,189,189,-1,1,102.0,C#,Major,46,55,80,29,0,12,5,whatilikeaboutyoufeattheresarex,jonasbluetheresarex,Jonas Blue - What I Like About You (feat. Theresa Rex),GalaxyMusic,2019-03-28 14:08:45+00:00,377871,2985,https://www.youtube.com/watch?v=E7mnilPWFLM,GalaxyMusic,jonasbluewhatilikeaboutyoufeattheresarex
What If I Told You That I Love You,45775,Ali Gatie,spotify:track:3cqPu20DGTGUoZtbJH2Dmi,Warner Records,189,189,-1,1,84.0,G,Major,60,23,37,63,0,6,12,whatifitoldyouthatiloveyou,aligatie,Ali Gatie - What If I Told You That I Love You [Official Music Video],Ali Gatie,2020-03-03 14:57:36+00:00,203499207,2454559,https://www.youtube.com/watch?v=NKzd_YiW9AQ,Ali Gatie,aligatiewhatifitoldyouthatiloveyouofficialmusicvideo
What It Is (Solo Version),3393164,Doechii,spotify:track:73RbfOTJIjHzi2pcVHjeHM,Top Dawg Entertainment/Capitol Records,87,87,-1,18,172.0,C#,Minor,74,76,76,6,0,10,9,whatitissoloversion,doechii,Doechii - What It Is (Solo Version) (Lyrics),Rap Samurai,2023-05-19 14:31:19+00:00,58921619,412244,https://www.youtube.com/watch?v=9xF9iQiS2Vs,Rap Samurai,doechiiwhatitissoloversionlyrics
"What Was I Made For? [From The Motion Picture ""Barbie""]",848248,Billie Eilish,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Darkroom/Interscope Records,114,114,-1,5,78.0,C,Major,44,14,9,96,0,10,3,whatwasimadeforfromthemotionpicturebarbie,billieeilish,"Billie Eilish - What Was I Made For? (From The Motion Picture ""Barbie"") [The Barbie Montage]",Billie Eilish,2024-02-06 17:00:14+00:00,13653049,206472,https://www.youtube.com/watch?v=ML0zd8UAuq8,Billie Eilish,billieeilishwhatwasimadeforfromthemotionpicturebarbiethebarbiemontage
What You Know Bout Love,2075730,Pop Smoke,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Victor Victor Worldwide,52,52,-1,24,84.0,A#,Major,71,54,55,65,0,13,35,whatyouknowboutlove,popsmoke,POP SMOKE - WHAT YOU KNOW BOUT LOVE (Official Video),POP SMOKE,2020-12-22 20:00:09+00:00,132409051,1752582,https://www.youtube.com/watch?v=uuodbSVO3z0,POP SMOKE,popsmokewhatyouknowboutloveofficialvideo
What You Waiting For,844867,JEON SOMI,spotify:track:4CoxD8tetisleUQDA7vn1B,THEBLACKLABEL,51,51,-1,10,122.0,G#,Major,78,80,66,1,0,22,6,whatyouwaitingfor,jeonsomi,JEON SOMI (전소미) - 'What You Waiting For' M/V,THEBLACKLABEL,2020-07-22 09:00:11+00:00,70610610,2509597,https://www.youtube.com/watch?v=lBYyAQ99ZFI,THEBLACKLABEL,jeonsomiwhatyouwaitingformv
What a life,119108,EXO-SC,spotify:track:3TfLZodlQ1TzNpdrc4KXR5,SM Entertainment,113,113,-1,3,135.0,F,Minor,86,85,78,30,0,14,12,whatalife,exosc,EXO-SC 세훈&찬열 'What a life' MV,SMTOWN,2019-07-21 14:58:16+00:00,33628741,1909974,https://www.youtube.com/watch?v=AtNBhPxVwh0,SMTOWN,exoscwhatalifemv
What are you up to,275147,KANGDANIEL,spotify:track:0y2tNViyMIGWO0vhNVQaj7,KONNECT Ent.,32,32,-1,4,160.0,C,Major,73,87,67,34,0,9,39,whatareyouupto,kangdaniel,강다니엘(KANGDANIEL) - 뭐해(What are you up to) M/V,강다니엘 KANGDANIEL,2019-07-25 09:00:03+00:00,22613508,1008344,https://www.youtube.com/watch?v=_-QY40Reub8,강다니엘 KANGDANIEL,kangdanielwhatareyouuptomv
What if…,254800,j-hope,spotify:track:1fNwwml8UcKvhfM6YEVIRh,BIGHIT MUSIC,54,54,-1,2,97.0,C,Major,69,18,75,0,0,7,3,whatif,jhope,Ali Gatie - What If I Told You That I Love You [Official Music Video],Ali Gatie,2020-03-03 14:57:36+00:00,203499207,2454559,https://www.youtube.com/watch?v=NKzd_YiW9AQ,Ali Gatie,aligatiewhatifitoldyouthatiloveyouofficialmusicvideo
What’s Next,183467,Drake,spotify:track:3aQem4jVGdhtg116TmJnHz,OVO,98,98,-1,3,130.0,C,Minor,78,6,59,1,0,16,5,whatsnext,drake,Drake - What's Next (Official Music Video),DrakeVEVO,2021-03-05 05:24:00+00:00,49980075,944483,https://www.youtube.com/watch?v=7EUVJaKJtBY,DrakeVEVO,drakewhatsnextofficialmusicvideo
When I'm With You,1700975,NCT DREAM,spotify:track:15cQVPbbwv0sZXrHRIAZeX,SM Entertainment,26,26,-1,4,117.0,A#,Major,75,55,90,1,0,31,9,whenimwithyou,nctdream,NCT DREAM 엔시티 드림 'When I’m With You' MV,SMTOWN,2024-11-11 09:00:09+00:00,12743215,486602,https://www.youtube.com/watch?v=B1qq8IvzSz4,SMTOWN,nctdreamwhenimwithyoumv
When You're Gone,199687,Shawn Mendes,spotify:track:0U1W2LZVUX7qTm7dDpqxh6,Shawn Mendes LP4-5 PS/ Island,130,130,-1,3,147.0,F,Major,60,58,69,2,0,58,4,whenyouregone,shawnmendes,"David Guetta, Brooks & Loote - Better When You're Gone (Lyric Video)",David Guetta,2019-02-07 22:58:41+00:00,12486831,152863,https://www.youtube.com/watch?v=-OrSxiUHk4E,David Guetta,davidguettabrookslootebetterwhenyouregonelyricvideo
Whiplash,14355400,aespa,spotify:track:7Cnpb1vBbC46RgVyyKLH7p,SM Entertainment,5,5,-1,12,126.0,A#,Minor,86,75,90,10,0,8,4,whiplash,aespa,aespa 에스파 'Whiplash' MV,SMTOWN,2024-10-21 09:00:42+00:00,115492848,1858918,https://www.youtube.com/watch?v=jWQx2f-CErU,SMTOWN,aespawhiplashmv
White Night,147799,NCT 127,spotify:track:33txTXgQioQ5eaXc7yWd67,SM Entertainment,71,71,-1,2,71.0,G,Minor,54,23,57,20,0,11,3,whitenight,nct127,NCT 127 「Neo Zone」 '백야 (White Night)' #11 (Official Audio),NCT 127,2020-03-06 09:01:28+00:00,2414476,77749,https://www.youtube.com/watch?v=7_TGpw29zgQ,NCT 127,nct127neozonewhitenight11officialaudio
Who,103757000,Jimin,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,BIGHIT MUSIC,1,1,-1,25,116.0,C,Minor,66,84,76,0,0,19,3,who,jimin,"ZAYN, Zhavia Ward - A Whole New World (End Title) (From ""Aladdin"")",DisneyMusicVEVO,2019-05-09 12:30:02+00:00,321477952,4219367,https://www.youtube.com/watch?v=rg_zwK_sSEY,DisneyMusicVEVO,zaynzhaviawardawholenewworldendtitlefromaladdin
Who Are You (Feat. SEULGI of Red Velvet),493207,"BamBam, SEULGI",spotify:track:1IjWbIMe1uXqp9tDfC3QLL,ABYSS COMPANY,83,83,-1,6,100.0,F,Major,73,52,71,20,0,14,18,whoareyoufeatseulgiofredvelvet,bambamseulgi,뱀뱀 (BamBam) 'Who Are You (Feat. SEULGI of Red Velvet)' MV reaction,Differently Alike,2021-12-31 15:00:40+00:00,59275,3511,https://www.youtube.com/watch?v=hm7LVz2SEA8,Differently Alike,bambamwhoareyoufeatseulgiofredvelvetmvreaction
Who Do You Love,934591,"The Chainsmokers, 5 Seconds of Summer",spotify:track:5QiNbIilmMiMBXvaAlf7lN,Disruptor Records/Columbia,28,28,-1,21,140.0,D#,Major,51,48,85,1,0,21,5,whodoyoulove,thechainsmokers5secondsofsummer,The Chainsmokers - Who Do You Love (Official Video) ft. 5 Seconds of Summer,ChainsmokersVEVO,2019-03-25 19:58:46+00:00,88332943,1086221,https://www.youtube.com/watch?v=U0V1y2p1sgs,ChainsmokersVEVO,thechainsmokerswhodoyouloveofficialvideoft5secondsofsummer
Why Not?,53924,LOONA,spotify:track:6yGQ86UppYULzTCxAWgwVN,BlockBerryCreative,166,166,-1,1,128.0,D,Major,80,44,93,10,0,6,11,whynot,loona,"[MV] 이달의 소녀 (LOONA) ""Why Not?""",loonatheworld,2020-10-19 09:00:01+00:00,44156954,876221,https://www.youtube.com/watch?v=b6li05zh3Kg,loonatheworld,mvloonawhynot
Why Why Why,115230,iKON,spotify:track:0br4r9VlPdofrWXxPorlYd,YG Entertainment,118,118,-1,2,124.0,C,Minor,75,27,63,17,0,11,6,whywhywhy,ikon,iKON - ‘왜왜왜 (Why Why Why)’ M/V,iKON,2021-03-03 09:00:17+00:00,35084429,1416942,https://www.youtube.com/watch?v=DslHQto2V7I,iKON,ikonwhywhywhymv
Wild Flower (with youjeen),11252680,"RM, Youjeen",spotify:track:1AZjCZSGEjlxUufFQwSszF,BIGHIT MUSIC,1,1,-1,45,155.0,G#,Major,49,42,77,3,0,12,9,wildflowerwithyoujeen,rmyoujeen,RM Wild Flower (with Youjeen) Easy Lyrics,Lemonade,2022-12-02 07:05:17+00:00,462562,12567,https://www.youtube.com/watch?v=H43TU0oWKww,Lemonade,rmwildflowerwithyoujeeneasylyrics
Wildest Dreams (Taylor's Version),1826657,Taylor Swift,spotify:track:1Ov37jtRQ2YNAe8HzfczkL,Taylor Swift,18,18,-1,20,140.0,G#,Major,58,51,67,4,0,12,7,wildestdreamstaylorsversion,taylorswift,Taylor Swift - Wildest Dreams (Taylor’s Version) (Official Audio),TaylorSwiftVEVO,2021-09-17 22:04:01+00:00,34526694,745400,https://www.youtube.com/watch?v=CUr_UwUUXzU,TaylorSwiftVEVO,taylorswiftwildestdreamstaylorsversionofficialaudio
Wings,1099310,"So!YoON!, Phum Viphurit",spotify:track:4XQnhcwRPRmGG4E6PakLMb,MAGIC STRAWBERRY SOUND,77,77,-1,14,100.0,F#,Major,63,54,49,17,0,6,3,wings,soyoonphumviphurit,So!YoON! (황소윤) X Phum Viphurit ‘Wings’ Official MV,새소년 SE SO NEON,2020-10-20 09:15:04+00:00,5961367,122246,https://www.youtube.com/watch?v=dluPeE6PA-I,새소년 SE SO NEON,soyoonxphumviphuritwingsofficialmv
Winter Ahead (with PARK HYO SHIN),16528907,"V, Park Hyo Shin",spotify:track:7G7mSV4BebkoHWwKTDvXu9,BIGHIT MUSIC,1,1,-1,6,77.0,D#,Major,36,23,32,86,0,23,3,winteraheadwithparkhyoshin,vparkhyoshin,V 'Winter Ahead (with PARK HYO SHIN)' Official MV,HYBE LABELS,2024-11-29 05:00:00+00:00,15274554,1568448,https://www.youtube.com/watch?v=HAWYOuMGkK0,HYBE LABELS,vwinteraheadwithparkhyoshinofficialmv
Winter Ahead (with PARK HYO SHIN) : YUNSEOKCHEOL TRIO Ver.,221516,"V, Park Hyo Shin",spotify:track:2C39jkUPAsQzwBSshsaCfX,BIGHIT MUSIC,166,166,-1,1,78.0,D#,Major,49,19,27,90,0,20,3,winteraheadwithparkhyoshinyunseokcheoltriover,vparkhyoshin,V 'Winter Ahead (with PARK HYO SHIN) : YUNSEOKCHEOL TRIO Ver.' Audio,SwordsLazer Music,2024-12-20 05:39:04+00:00,28,2,https://www.youtube.com/watch?v=ALg0smB4AXE,SwordsLazer Music,vwinteraheadwithparkhyoshinyunseokcheoltrioveraudio
Wish,34335437,Blackbeans,spotify:track:1ecud9LC1clhcuhjLIyyMB,Blackbeans,8,8,-1,179,136.0,C,Major,50,14,54,13,1,12,3,wish,blackbeans,"TREASURE performs ""G.O.A.T (RAP Unit) feat. LEE YOUNG HYUN"" LIVE on Wish 107.5 Bus",Wish 107.5,2024-06-08 13:00:15+00:00,864279,64796,https://www.youtube.com/watch?v=A83QjKzjMhY,Wish 107.5,treasureperformsgoatrapunitfeatleeyounghyunliveonwish1075bus
Wishing Well,49370,Juice WRLD,spotify:track:6o3QUC5oAE4g6WxRIFcZtb,Grade A Productions/Interscope Records,200,200,-1,1,150.0,A,Minor,65,8,61,0,0,27,13,wishingwell,juicewrld,Juice WRLD - Wishing Well (Official Music Video),Juice WRLD,2020-07-13 17:00:15+00:00,301983307,3132387,https://www.youtube.com/watch?v=C5i-UnuUKUI,Juice WRLD,juicewrldwishingwellofficialmusicvideo
